Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Especificaciones_Tec_1 (product.metafields.custom.caracteristicas),Caracteristica_1 (product.metafields.custom.caracteristica_1),Caracteristica_2 (product.metafields.custom.caracteristica_2),Característica_3 (product.metafields.custom.caracteristica_3),Característica_4 (product.metafields.custom.caracteristica_4),Característica_5 (product.metafields.custom.caracteristica_5),Caracteristica_6 (product.metafields.custom.caracteristica_6),Color (product.metafields.custom.color),Descripción (product.metafields.custom.descripcion),Dimensiones (product.metafields.custom.dimensiones),Peso (kg) (product.metafields.custom.peso_kg),SKU (product.metafields.custom.sku),Titulo_1 (product.metafields.custom.titulo_1),Titulo_2 (product.metafields.custom.titulo_2),Titulo_3 (product.metafields.custom.titulo_3),Titulo_4 (product.metafields.custom.titulo_4),Titulo_5 (product.metafields.custom.titulo_5),Titulo_6 (product.metafields.custom.titulo_6),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Automatización (product.metafields.shopify.automation),Tipo de entrada de café (product.metafields.shopify.coffee-input-type),Color (product.metafields.shopify.color-pattern),Tipo de caldera de máquina espresso (product.metafields.shopify.espresso-boiler-type),Material (product.metafields.shopify.material),Sistema de espumado de leche (product.metafields.shopify.milk-frothing-system),Tipo de montura (product.metafields.shopify.mounting-type),Fuente de alimentación (product.metafields.shopify.power-source),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cafetera-espresso-philips-barista-semiautomaica-psa3218-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/27a06f1e-0089-4a48-8d10-d01b4c1705ef.jpg?v=1762492630,3,jpg_1500x1500_67893226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-barista-semiautomaica-psa3218-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/aa1deabc-c80d-4482-9b65-3f4de2943aa3.jpg?v=1762492630,4,jpg_1500x1500_67893219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-barista-semiautomaica-psa3218-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/242359bc-8b44-4dd7-b537-2ecb22c6b60e.jpg?v=1762492630,5,jpg_1500x1500_67893218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-barista-semiautomaica-psa3218-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/dcd4f78a-1857-458f-b4db-4f219f5c1fca.jpg?v=1762492630,6,jpg_1500x1500_67893225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
licuadora-philips-serie-5000-de-1200-w-con-jarra-de-tritan-hr2242-93,Licuadora Philips Serie 5000 de 1200 W con Jarra de Tritan - HR2242/93,"Para preparar recetas deliciosas y prácticas, descubre la licuadora Philips HR2242/93. Con la tecnología PROBLEND 6, sus seis cuchillas extraíbles de acero inoxidable no solo son más duraderas, sino también más fáciles de limpiar. El vaso de tritan no acumula olores con una capacidad de 3 litros. Cuenta con 12 velocidades, además de función de pulso. El motor de 1200 W ofrece un rendimiento excelente y sin esfuerzo para preparar tus recetas favoritas, licuando cualquier alimento sin dejar grumos.",Philips,Sin categoría,"",Licuadora,true,Title,Default Title,,,,,,,,HR2242/93,2540.0,shopify,29,deny,manual,1349.00,1799.00,true,false,,,,,'8720389044564,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/eb4b9d99-491b-40aa-973f-17a4178828a4.png?v=1759769195,1,png_1500x1500_67404894,false,,,,,,,,,,,,,,,,,,,,,,,,,HR2242/93,,,,,,,,,,,,,,,,,,kg,,,active
licuadora-philips-serie-5000-de-1200-w-con-jarra-de-tritan-hr2242-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/750dbd2e-0c54-4f20-aca6-3cdcdc61f82f.png?v=1759769195,2,png_1500x1500_67404893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
licuadora-philips-serie-5000-de-1200-w-con-jarra-de-tritan-hr2242-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/b3fc1c2b-a358-49f0-99ef-efda58f3ce55.png?v=1759769196,3,png_1500x1500_67404892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
licuadora-philips-serie-5000-de-1200-w-con-jarra-de-tritan-hr2242-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/f981e9e0-b2b5-484a-92cc-3709f8e45ed1.png?v=1759769196,4,png_1500x1500_67404891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
licuadora-philips-serie-5000-de-1200-w-con-jarra-de-tritan-hr2242-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/c7bde1c6-57cc-4139-acc9-a07e01799508.png?v=1759769196,5,png_1500x1500_67404890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
licuadora-philips-serie-5000-de-1200-w-con-jarra-de-tritan-hr2242-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/7d7b9e87-f49e-47a6-82f9-ad4bd3241157.png?v=1759769197,6,png_1500x1500_67404885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
licuadora-philips-serie-5000-de-1400-w-con-jarra-de-vidrio-hr2244-91,Licuadora Philips Serie 5000 de 1400 W con Jarra de Vidrio - HR2244/91,"Para preparar recetas deliciosas y prácticas, descubre la licuadora Philips HR2244/91. Con la tecnología PROBLEND 6, sus seis cuchillas extraíbles de acero inoxidable no solo son más duraderas, sino también más fáciles de limpiar. El vaso de vidrio no acumula olores con una capacidad de 2 LITROS. Cuenta con 12 velocidades, además de función de pulso. El motor de 1400 W ofrece un rendimiento excelente y sin esfuerzo para preparar tus recetas favoritas, licuando cualquier alimento sin dejar grumos.",Philips,Sin categoría,"","Electrodoméstico, Licuadoras, Licuadoras y procesadores, Nuevos",true,Title,Default Title,,,,,,,,HR2244/91,3940.0,shopify,30,deny,manual,2399.00,3199.00,true,false,,,,,'8720389044557,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/6b520d72-97af-4755-9dcf-97ec25187e94.png?v=1759769195,1,png_1500x1500_67404929,false,,,,,,,,,,,,,,,,,,,,,,,,,HR2244/91,,,,,,,,,,,,,,,,,,kg,,,active
licuadora-philips-serie-5000-de-1400-w-con-jarra-de-vidrio-hr2244-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/f0d81884-970b-487b-bd49-cd37c9b191a8.png?v=1759769194,2,png_1500x1500_67404928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
licuadora-philips-serie-5000-de-1400-w-con-jarra-de-vidrio-hr2244-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/446af02e-e55d-4ddd-8736-74ec5ff1e6ce.png?v=1759769194,3,png_1500x1500_67404927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
licuadora-philips-serie-5000-de-1400-w-con-jarra-de-vidrio-hr2244-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/15cfe4b2-3d3c-4c89-a92c-d3b7172e0ee8.png?v=1759769195,4,png_1500x1500_67404926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
licuadora-philips-serie-5000-de-1400-w-con-jarra-de-vidrio-hr2244-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/703640bf-45e5-4e75-a88d-c1bef771048c.png?v=1759769195,5,png_1500x1500_67404922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
licuadora-philips-serie-5000-de-1400-w-con-jarra-de-vidrio-hr2244-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/c109b34a-707a-4450-998f-414822d2ce2c.png?v=1759769195,6,png_1500x1500_67404924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-serie-3300-superautomaica-y-lattego-ep3341-50,Cafetera Espresso Philips Serie 3300 Superautomática y LatteGo - EP3341/50,"Disfruta de 6 bebidas calientes y refrescantes con un solo toque, con la crema, el aroma y la temperatura perfectos. LatteGo prepara automáticamente una espuma de leche sedosa para tus cafés con leche, es fácil de configurar",Philips Home,Sin categoría,"","",true,Title,Default Title,,,,,,,,EP3341/50,8400.0,shopify,25,deny,manual,11999.00,14999.00,true,false,,,,,'196592000723,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/45865996-4b72-4b65-91b3-f7c60fa1d18f.png?v=1759172837,1,png_1500x1500_67320419,false,,,,,,,,,,,,,,,,,,,,,,,,,EP3341/50,,,,,,,,,,,,,,,,,,kg,,,active
cafetera-espresso-philips-serie-3300-superautomaica-y-lattego-ep3341-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/dca5672e-9fe0-42c7-9ccc-524abdd380ad.png?v=1759172837,2,png_1500x1500_67320417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-serie-3300-superautomaica-y-lattego-ep3341-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/d92c780b-f6ac-48b0-9e33-437f22ecaf0b.png?v=1759172837,3,png_1500x1500_67320416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-serie-3300-superautomaica-y-lattego-ep3341-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/7c45a383-1a12-4cc0-9527-041f419707d3.png?v=1759172837,4,png_1500x1500_67320406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-serie-3300-superautomaica-y-lattego-ep3341-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/405ed528-3fe8-470f-be45-3daa1e97a203.png?v=1759172837,5,png_1500x1500_67320411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-serie-3300-superautomaica-y-lattego-ep3341-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/f1962576-1d28-4c83-86f4-594f51e37f5b.png?v=1759172837,6,png_1500x1500_67320402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-3000-con-pantalla-digital-de-6-2-l-na331-00,"Freidora de Aire Philips Serie 3000 con Pantalla Digital de 6,2 L - NA331/00","Disfruta de comidas más saludables con la Freidora de Aire Philips NA331/00, que reduce hasta un 90 % de grasa gracias a su tecnología RapidAir Plus y el diseño patentado en forma de estrella, que garantiza una cocción uniforme y crujiente.<br>Cuenta con una potente capacidad de 1700 W, una canasta de 6.2 L, y una ventana transparente para monitorear tus alimentos sin abrir la freidora. Incorpora 16 funciones preprogramadas, panel táctil digital, control de temperatura desde 40 °C y temporizador de hasta 24 horas.<br>Fácil de limpiar con su canasta antiadherente y apta para lavavajillas. Compatible con la app HomeID con más de 10 000 recetas guiadas paso a paso.",Philips,Sin categoría,"",Freidora de Aire,true,Title,Default Title,,,,,,,,NA331/00,7200.0,shopify,38,deny,manual,2879.00,3999.00,true,false,,,,,'8720389072420,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/0bf0820e-43da-41c5-a57b-2564927cd8d9.png?v=1759172835,1,png_1500x1500_67320947,false,,,,,,,,,,,,,,,,,,,,,,,,,NA331/00,,,,,,,,,,,,,,,,,,kg,,,active
freidora-de-aire-philips-serie-3000-con-pantalla-digital-de-6-2-l-na331-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/a752939d-e64a-4d5d-86d2-f2ec559f55ff.png?v=1759172836,2,png_1500x1500_67320944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-3000-con-pantalla-digital-de-6-2-l-na331-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/03f58d56-7dc9-4397-97e4-4e2b3b4163bd.png?v=1759172836,3,png_1500x1500_67320943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-3000-con-pantalla-digital-de-6-2-l-na331-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/1ad82643-c61c-45b3-ba32-26af47e2beb9.png?v=1759172836,4,png_1500x1500_67320941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-3000-con-pantalla-digital-de-6-2-l-na331-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/e2fbc88c-a324-4ba7-8a01-07e48def66dd.png?v=1759172836,5,png_1500x1500_67320942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-3000-con-pantalla-digital-de-6-2-l-na331-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/ef00faac-0088-4830-9d4e-579b913c8513.png?v=1759172836,6,png_1500x1500_67320940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-1000-de-6-2-l-na130-00,Freidora de Aire Philips Serie 1000 de 6.2 L -NA130/00,"Con la Freidora de Aire Philips NA130/00, cocina con hasta 90% menos grasa gracias a la tecnología Rapid Air, que distribuye el calor de forma uniforme para lograr comidas crujientes por fuera y suaves por dentro.<br>Equipada con una potente capacidad de 1700 W, es ideal para 2-3 porciones. Incorpora 12 programas preestablecidos y un panel análogo de fácil manejo, que te permite ajustar la temperatura y el temporizador con total precisión.<br>Además, su canasta cuenta con el diseño exclusivo y patentado en forma de estrella Starfish en la base, que mejora el flujo de aire caliente para una cocción más eficiente y resultados dorados de manera uniforme.<br>Fácil de usar, sin aceite y sin complicaciones. Su canasta antiadherente y apta para lavavajillas hace que la limpieza sea rápida y sencilla.",Philips,Sin categoría,"","",true,Title,Default Title,,,,,,,,NA130/00,5350.0,shopify,31,deny,manual,1499.00,1999.00,true,false,,,,,'8720389033773,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/75be58e4-d1f5-4bf5-8051-9c5c9e1afc36.png?v=1759172835,1,png_1500x1500_67320930,false,,,,,,,,,,,,,,,,,,,,,,,,,NA130/00,,,,,,,,,,,,,,,,,,kg,,,active
freidora-de-aire-philips-serie-1000-de-6-2-l-na130-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/8e24fe3d-c70a-4f59-8a4b-322863aad54f.png?v=1759172834,2,png_1500x1500_67320928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-1000-de-6-2-l-na130-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/ec1d0ac5-d889-4ff7-803e-19e6fdc11b09.png?v=1759172835,3,png_1500x1500_67320925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-1000-de-6-2-l-na130-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/2bc19b91-c30f-4b59-9c5e-0bf8e8696767.png?v=1759172835,4,png_1500x1500_67320921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-1000-de-6-2-l-na130-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/38a47496-b3fe-466e-93cc-d0f4d1ac4945.png?v=1759172835,5,png_1500x1500_67320916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-1000-de-6-2-l-na130-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/2fcebbe8-88a5-4229-828f-116d83c86de5.png?v=1759172836,6,png_1500x1500_67320910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-serie-5500-superautomaica-y-lattego-ep5544-94,Cafetera Espresso Philips Serie 5500 Superautomáica y LatteGo - EP5544/94,"La cafetera espresso automática Philips EP5544/94 combina innovación, practicidad y estilo para ofrecer café de calidad profesional en casa. Equipada con molinillos 100% cerámicos ajustables, garantiza una molienda uniforme y duradera que resalta el aroma de los granos recién molidos. Su sistema Aroma Extract controla la temperatura y el flujo de agua, asegurando un café perfectamente equilibrado en sabor y aroma.<br>Con una potencia de 1400 W y presión de 15 bares, permite preparar distintas especialidades de café, desde un espresso intenso hasta cappuccinos y lattes cremosos. Su espumador LatteGo crea espuma suave y aterciopelada de forma rápida y fácil de limpiar. Además, el filtro AquaClean permite hasta 5,000 tazas sin descalcificación, reduciendo el mantenimiento y asegurando agua siempre pura.<br>El diseño elegante en acero inoxidable y la pantalla táctil intuitiva hacen de la EP5544/94 una cafetera versátil, eficiente y perfecta para quienes buscan disfrutar de cada taza con la calidad de una cafetería profesional, pero desde la comodidad del hogar.",Philips,Sin categoría,"","Bebidas, Cafeteras, Electrodoméstico, Lanzamiento, Nuevos",true,Title,Default Title,,,,,,,,EP5544/94,8400.0,shopify,75,deny,manual,15999.00,19999.00,true,false,,,,,'196592001478,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/0eeae24d-1239-4f1e-991e-d0aa01a0d8f0.png?v=1759172834,1,png_1500x1500_67320323,false,,,,,,,,,,,,,,,,,,,,,,,,,EP5544/94,,,,,,,,,,,,,,,,,,kg,,,active
cafetera-espresso-philips-serie-5500-superautomaica-y-lattego-ep5544-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/63aa5a15-0429-4779-b603-f74543e17953.png?v=1759172833,2,png_1500x1500_67320322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-serie-5500-superautomaica-y-lattego-ep5544-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/c9453093-ba34-402e-a4c3-813a4a0e2687.png?v=1759172833,3,png_1500x1500_67320321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-serie-5500-superautomaica-y-lattego-ep5544-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/2141b4e0-616a-497d-ac40-d9f6a0f44a78.png?v=1759172833,4,png_1500x1500_67320320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-serie-5500-superautomaica-y-lattego-ep5544-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/4fa1098a-d400-4ee1-b8a7-ce7c41bc0797.png?v=1759172833,5,png_1500x1500_67320318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafetera-espresso-philips-serie-5500-superautomaica-y-lattego-ep5544-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/2e67bfb9-f2c4-4e5c-b1e1-bdbc6d188109.png?v=1759172833,6,png_1500x1500_67320319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-2000-de-6-2-l-na231-00,Freidora de Aire Philips Serie 2000 de 6.2 L -NA231/00,"Con la Freidora de AirePhilips NA231/00 disfruta de comidas más saludables con hasta un 90 % menos de grasa gracias a la tecnología RapidAir, que combina potencia y eficiencia para lograr alimentos crujientes por fuera y tiernos por dentro.<br>Con 13 funciones preprogramadas, puedes freír con aire, hornear, asar, recalentar o descongelar con solo tocar un botón. Su potente motor de 1700 W y capacidad XL de 6.2 L la hacen ideal para familias: prepara fácilmente hasta 800 g de papas u 8 muslos de pollo.<br>La pantalla táctil digital incluye accesos rápidos a 9 programas automáticos: papas congeladas, papas frescas, muslos de pollo, carne, pescado, desayuno, verduras, pastel y mantener caliente.<br>Incluye una ventana de visualización para monitorear el proceso de cocción sin abrir la freidora, y sus accesorios son aptos para lavavajillas, lo que facilita la limpieza.",Philips,Sin categoría,"",Freidora de Aire,true,Title,Default Title,,,,,,,,NA231/00,5500.0,shopify,40,deny,manual,2089.00,2899.00,true,false,,,,,'8720389034992,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/7da97230-4624-43dd-b419-314fb0d9a727.png?v=1758317238,1,png_1500x1500_67202702,false,,,,,,,,,,,,,,,"La pantalla táctil fácil de usar tiene 9 funciones predeterminadas para elegir: papas fritas congeladas, papas fritas frescas, muslos de pollo, carne, pescado, desayuno, verduras, pastel y mantener caliente.","Crujientes por fuera y tiernos por dentro, con poco o nada de aceite adicional. La tecnología Rapid Air con la exclusiva placa StarPlate crea un flujo de aire perfecto para cocinar de forma rápida y deliciosa en cada ocasión.","El diseño compacto es ideal para cualquier cocina, ya sea grande o pequeña. Puede contener hasta 800 g de papas fritas, 8 muslos de pollo o 800 g de verduras en una sartén de 6,2 litros.",Cocine hasta un 50% más rápido y ahorre hasta un 70% de energía cuando cocine con la Airfryer Philips en lugar de su horno***.,"Fría usando aire, hornee, ase a la parrilla, rostice y más. Configure la hora y la temperatura manualmente o utilice las funciones predeterminadas para acceder a 13 formas diferentes de cocinar al alcance de su mano, lo que incluye recalentar, descongelar y mantener caliente.",Cocinar con aire caliente prepara sus platos favoritos con hasta un 90% menos de grasa sin comprometer el sabor.,,,,,NA231/00,Control de pantalla táctil,Tecnología Rapid Air,Tamaño perfecto,Ahorre tiempo y energía,13 métodos de cocción en uno,Hasta un 90% de menos grasa,,,,,,,,,,,,kg,,,active
freidora-de-aire-philips-serie-2000-de-6-2-l-na231-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/5a0afafd-6a24-4bff-8877-e2e3dd848f33.png?v=1758317238,2,png_1500x1500_67202690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-2000-de-6-2-l-na231-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/f3fa8ce3-70a8-4941-8a6c-e69abc6f089c.png?v=1758317238,3,png_1500x1500_67202678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-2000-de-6-2-l-na231-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/ed092f06-08fd-49b1-aa19-2daf12bf0c81.png?v=1758317238,4,png_1500x1500_67202667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-2000-de-6-2-l-na231-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/118dbcf1-7c61-4bdf-9c8c-cabf844f5b04.png?v=1758317238,5,png_1500x1500_67202658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freidora-de-aire-philips-serie-2000-de-6-2-l-na231-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/3609/4250/files/c6fa9cb0-9ab5-428a-8bcf-06c41d59dfe2.png?v=1758317238,6,png_1500x1500_67202650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
